Testname,Listener,Type,Source,Target,Algorithm,Ratingscore
SiSEC08,Listener_39,music,wdrums,bass,Algo32,17
SiSEC08,Listener_39,music,wdrums,bass,Algo34,44
SiSEC08,Listener_39,music,wdrums,bass,anchor,0
SiSEC08,Listener_44,speech,female,dialog1,orig,100
SiSEC08,Listener_44,speech,female,dialog1,Algo8,36
SiSEC08,Listener_44,speech,female,dialog1,Algo21,36
SiSEC08,Listener_44,speech,female,dialog1,Algo22,36
SiSEC08,Listener_44,speech,female,dialog1,Algo24,36
SiSEC08,Listener_44,speech,female,dialog1,Algo25,26
SiSEC08,Listener_44,speech,female,dialog1,Algo27,36
SiSEC08,Listener_44,speech,female,dialog1,Algo30,34
SiSEC08,Listener_44,speech,female,dialog1,Algo32,22
SiSEC08,Listener_44,speech,female,dialog1,Algo34,28
SiSEC08,Listener_44,speech,female,dialog1,anchor,10
SiSEC08,Listener_44,speech,female,dialog2,orig,100
SiSEC08,Listener_44,speech,female,dialog2,Algo8,25
SiSEC08,Listener_44,speech,female,dialog2,Algo21,22
SiSEC08,Listener_44,speech,female,dialog2,Algo22,28
SiSEC08,Listener_44,speech,female,dialog2,Algo24,23
SiSEC08,Listener_44,speech,female,dialog2,Algo25,22
SiSEC08,Listener_44,speech,female,dialog2,Algo27,24
SiSEC08,Listener_44,speech,female,dialog2,Algo30,22
SiSEC08,Listener_44,speech,female,dialog2,Algo32,18
SiSEC08,Listener_44,speech,female,dialog2,Algo34,16
SiSEC08,Listener_44,speech,female,dialog2,anchor,10
SiSEC08,Listener_44,speech,female,dialog3,orig,100
SiSEC08,Listener_44,speech,female,dialog3,Algo8,26
SiSEC08,Listener_44,speech,female,dialog3,Algo21,24
SiSEC08,Listener_44,speech,female,dialog3,Algo22,28
SiSEC08,Listener_44,speech,female,dialog3,Algo24,26
SiSEC08,Listener_44,speech,female,dialog3,Algo25,22
SiSEC08,Listener_44,speech,female,dialog3,Algo27,26
SiSEC08,Listener_44,speech,female,dialog3,Algo30,26
SiSEC08,Listener_44,speech,female,dialog3,Algo32,18
SiSEC08,Listener_44,speech,female,dialog3,Algo34,20
SiSEC08,Listener_44,speech,female,dialog3,anchor,10
SiSEC08,Listener_44,speech,female,dialog4,orig,100
SiSEC08,Listener_44,speech,female,dialog4,Algo8,30
SiSEC08,Listener_44,speech,female,dialog4,Algo21,30
SiSEC08,Listener_44,speech,female,dialog4,Algo22,32
SiSEC08,Listener_44,speech,female,dialog4,Algo24,30
SiSEC08,Listener_44,speech,female,dialog4,Algo25,25
SiSEC08,Listener_44,speech,female,dialog4,Algo27,28
SiSEC08,Listener_44,speech,female,dialog4,Algo30,32
SiSEC08,Listener_44,speech,female,dialog4,Algo32,16
SiSEC08,Listener_44,speech,female,dialog4,Algo34,23
SiSEC08,Listener_44,speech,female,dialog4,anchor,10
SiSEC08,Listener_44,speech,male,dialog5,orig,100
SiSEC08,Listener_44,speech,male,dialog5,Algo8,48
SiSEC08,Listener_44,speech,male,dialog5,Algo21,48
SiSEC08,Listener_44,speech,male,dialog5,Algo22,50
SiSEC08,Listener_44,speech,male,dialog5,Algo24,52
SiSEC08,Listener_44,speech,male,dialog5,Algo25,36
SiSEC08,Listener_44,speech,male,dialog5,Algo27,50
SiSEC08,Listener_44,speech,male,dialog5,Algo30,48
SiSEC08,Listener_44,speech,male,dialog5,Algo32,32
SiSEC08,Listener_44,speech,male,dialog5,Algo34,40
SiSEC08,Listener_44,speech,male,dialog5,anchor,10
SiSEC08,Listener_44,speech,male,dialog6,orig,100
SiSEC08,Listener_44,speech,male,dialog6,Algo8,30
SiSEC08,Listener_44,speech,male,dialog6,Algo21,26
SiSEC08,Listener_44,speech,male,dialog6,Algo22,34
SiSEC08,Listener_44,speech,male,dialog6,Algo24,32
SiSEC08,Listener_44,speech,male,dialog6,Algo25,24
SiSEC08,Listener_44,speech,male,dialog6,Algo27,30
SiSEC08,Listener_44,speech,male,dialog6,Algo30,30
SiSEC08,Listener_44,speech,male,dialog6,Algo32,20
SiSEC08,Listener_44,speech,male,dialog6,Algo34,13
SiSEC08,Listener_44,speech,male,dialog6,anchor,10
SiSEC08,Listener_44,speech,male,dialog7,orig,100
SiSEC08,Listener_44,speech,male,dialog7,Algo8,38
SiSEC08,Listener_44,speech,male,dialog7,Algo21,33
SiSEC08,Listener_44,speech,male,dialog7,Algo22,40
SiSEC08,Listener_44,speech,male,dialog7,Algo24,37
SiSEC08,Listener_44,speech,male,dialog7,Algo25,34
SiSEC08,Listener_44,speech,male,dialog7,Algo27,36
SiSEC08,Listener_44,speech,male,dialog7,Algo30,37
SiSEC08,Listener_44,speech,male,dialog7,Algo32,26
SiSEC08,Listener_44,speech,male,dialog7,Algo34,32
SiSEC08,Listener_44,speech,male,dialog7,anchor,10
SiSEC08,Listener_44,speech,male,dialog8,orig,100
SiSEC08,Listener_44,speech,male,dialog8,Algo8,34
SiSEC08,Listener_44,speech,male,dialog8,Algo21,31
SiSEC08,Listener_44,speech,male,dialog8,Algo22,33
SiSEC08,Listener_44,speech,male,dialog8,Algo24,32
SiSEC08,Listener_44,speech,male,dialog8,Algo25,27
SiSEC08,Listener_44,speech,male,dialog8,Algo27,32
SiSEC08,Listener_44,speech,male,dialog8,Algo30,32
SiSEC08,Listener_44,speech,male,dialog8,Algo32,22
SiSEC08,Listener_44,speech,male,dialog8,Algo34,29
SiSEC08,Listener_44,speech,male,dialog8,anchor,10
SiSEC08,Listener_44,music,nodrums,ebass,orig,100
SiSEC08,Listener_44,music,nodrums,ebass,Algo8,48
SiSEC08,Listener_44,music,nodrums,ebass,Algo21,48
SiSEC08,Listener_44,music,nodrums,ebass,Algo22,64
SiSEC08,Listener_44,music,nodrums,ebass,Algo24,48
SiSEC08,Listener_44,music,nodrums,ebass,Algo25,55
SiSEC08,Listener_44,music,nodrums,ebass,Algo27,48
SiSEC08,Listener_44,music,nodrums,ebass,Algo30,58
SiSEC08,Listener_44,music,nodrums,ebass,Algo32,30
SiSEC08,Listener_44,music,nodrums,ebass,Algo34,15
SiSEC08,Listener_44,music,nodrums,ebass,anchor,10
SiSEC08,Listener_44,music,nodrums,eguitar,orig,100
SiSEC08,Listener_44,music,nodrums,eguitar,Algo8,38
SiSEC08,Listener_44,music,nodrums,eguitar,Algo21,32
SiSEC08,Listener_44,music,nodrums,eguitar,Algo22,44
SiSEC08,Listener_44,music,nodrums,eguitar,Algo24,32
SiSEC08,Listener_44,music,nodrums,eguitar,Algo25,34
SiSEC08,Listener_44,music,nodrums,eguitar,Algo27,38
SiSEC08,Listener_44,music,nodrums,eguitar,Algo30,36
SiSEC08,Listener_44,music,nodrums,eguitar,Algo32,15
SiSEC08,Listener_44,music,nodrums,eguitar,Algo34,20
SiSEC08,Listener_44,music,nodrums,eguitar,anchor,10
SiSEC08,Listener_44,music,nodrums,aguitar,orig,100
SiSEC08,Listener_44,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_44,music,nodrums,aguitar,Algo21,90
SiSEC08,Listener_44,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_44,music,nodrums,aguitar,Algo24,75
SiSEC08,Listener_44,music,nodrums,aguitar,Algo25,30
SiSEC08,Listener_44,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_44,music,nodrums,aguitar,Algo30,90
SiSEC08,Listener_44,music,nodrums,aguitar,Algo32,26
SiSEC08,Listener_44,music,nodrums,aguitar,Algo34,20
SiSEC08,Listener_44,music,nodrums,aguitar,anchor,10
SiSEC08,Listener_44,music,wdrums,hat,orig,100
SiSEC08,Listener_44,music,wdrums,hat,Algo8,41
SiSEC08,Listener_44,music,wdrums,hat,Algo21,43
SiSEC08,Listener_44,music,wdrums,hat,Algo22,46
SiSEC08,Listener_44,music,wdrums,hat,Algo24,43
SiSEC08,Listener_44,music,wdrums,hat,Algo25,30
SiSEC08,Listener_44,music,wdrums,hat,Algo27,41
SiSEC08,Listener_44,music,wdrums,hat,Algo30,48
SiSEC08,Listener_44,music,wdrums,hat,Algo32,45
SiSEC08,Listener_44,music,wdrums,hat,Algo34,38
SiSEC08,Listener_44,music,wdrums,hat,anchor,10
SiSEC08,Listener_44,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo8,28
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo21,36
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo22,46
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo24,36
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo25,22
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo27,28
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo30,40
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo32,18
SiSEC08,Listener_44,music,wdrums,kicksnare,Algo34,14
SiSEC08,Listener_44,music,wdrums,kicksnare,anchor,10
SiSEC08,Listener_44,music,wdrums,bass,orig,100
SiSEC08,Listener_44,music,wdrums,bass,Algo8,56
SiSEC08,Listener_44,music,wdrums,bass,Algo21,56
SiSEC08,Listener_44,music,wdrums,bass,Algo22,62
SiSEC08,Listener_44,music,wdrums,bass,Algo24,53
SiSEC08,Listener_44,music,wdrums,bass,Algo25,44
SiSEC08,Listener_44,music,wdrums,bass,Algo27,54
SiSEC08,Listener_44,music,wdrums,bass,Algo30,56
SiSEC08,Listener_44,music,wdrums,bass,Algo32,48
SiSEC08,Listener_44,music,wdrums,bass,Algo34,42
SiSEC08,Listener_44,music,wdrums,bass,anchor,10
SiSEC08,Listener_45,speech,female,dialog1,orig,100
SiSEC08,Listener_45,speech,female,dialog1,Algo8,59
SiSEC08,Listener_45,speech,female,dialog1,Algo21,52
SiSEC08,Listener_45,speech,female,dialog1,Algo22,60
SiSEC08,Listener_45,speech,female,dialog1,Algo24,61
SiSEC08,Listener_45,speech,female,dialog1,Algo25,23
SiSEC08,Listener_45,speech,female,dialog1,Algo27,56
SiSEC08,Listener_45,speech,female,dialog1,Algo30,41
SiSEC08,Listener_45,speech,female,dialog1,Algo32,20
SiSEC08,Listener_45,speech,female,dialog1,Algo34,13
SiSEC08,Listener_45,speech,female,dialog1,anchor,0
SiSEC08,Listener_45,speech,female,dialog2,orig,100
SiSEC08,Listener_45,speech,female,dialog2,Algo8,20
SiSEC08,Listener_45,speech,female,dialog2,Algo21,17
SiSEC08,Listener_45,speech,female,dialog2,Algo22,24
SiSEC08,Listener_45,speech,female,dialog2,Algo24,47
SiSEC08,Listener_45,speech,female,dialog2,Algo25,26
SiSEC08,Listener_45,speech,female,dialog2,Algo27,8
SiSEC08,Listener_45,speech,female,dialog2,Algo30,26
SiSEC08,Listener_45,speech,female,dialog2,Algo32,7
SiSEC08,Listener_45,speech,female,dialog2,Algo34,8
SiSEC08,Listener_45,speech,female,dialog2,anchor,0
SiSEC08,Listener_45,speech,female,dialog3,orig,100
SiSEC08,Listener_45,speech,female,dialog3,Algo8,29
SiSEC08,Listener_45,speech,female,dialog3,Algo21,20
SiSEC08,Listener_45,speech,female,dialog3,Algo22,41
SiSEC08,Listener_45,speech,female,dialog3,Algo24,27
SiSEC08,Listener_45,speech,female,dialog3,Algo25,19
SiSEC08,Listener_45,speech,female,dialog3,Algo27,27
SiSEC08,Listener_45,speech,female,dialog3,Algo30,27
SiSEC08,Listener_45,speech,female,dialog3,Algo32,5
SiSEC08,Listener_45,speech,female,dialog3,Algo34,19
SiSEC08,Listener_45,speech,female,dialog3,anchor,0
SiSEC08,Listener_45,speech,female,dialog4,orig,100
SiSEC08,Listener_45,speech,female,dialog4,Algo8,32
SiSEC08,Listener_45,speech,female,dialog4,Algo21,32
SiSEC08,Listener_45,speech,female,dialog4,Algo22,38
SiSEC08,Listener_45,speech,female,dialog4,Algo24,35
SiSEC08,Listener_45,speech,female,dialog4,Algo25,3
SiSEC08,Listener_45,speech,female,dialog4,Algo27,27
SiSEC08,Listener_45,speech,female,dialog4,Algo30,44
SiSEC08,Listener_45,speech,female,dialog4,Algo32,24
SiSEC08,Listener_45,speech,female,dialog4,Algo34,14
SiSEC08,Listener_45,speech,female,dialog4,anchor,0
SiSEC08,Listener_45,speech,male,dialog5,orig,100
SiSEC08,Listener_45,speech,male,dialog5,Algo8,33
SiSEC08,Listener_45,speech,male,dialog5,Algo21,42
SiSEC08,Listener_45,speech,male,dialog5,Algo22,39
SiSEC08,Listener_45,speech,male,dialog5,Algo24,32
SiSEC08,Listener_45,speech,male,dialog5,Algo25,14
SiSEC08,Listener_45,speech,male,dialog5,Algo27,22
SiSEC08,Listener_45,speech,male,dialog5,Algo30,40
SiSEC08,Listener_45,speech,male,dialog5,Algo32,18
SiSEC08,Listener_45,speech,male,dialog5,Algo34,16
SiSEC08,Listener_45,speech,male,dialog5,anchor,0
SiSEC08,Listener_45,speech,male,dialog6,orig,100
SiSEC08,Listener_45,speech,male,dialog6,Algo8,20
SiSEC08,Listener_45,speech,male,dialog6,Algo21,19
SiSEC08,Listener_45,speech,male,dialog6,Algo22,26
SiSEC08,Listener_45,speech,male,dialog6,Algo24,22
SiSEC08,Listener_45,speech,male,dialog6,Algo25,6
SiSEC08,Listener_45,speech,male,dialog6,Algo27,21
SiSEC08,Listener_45,speech,male,dialog6,Algo30,15
SiSEC08,Listener_45,speech,male,dialog6,Algo32,12
SiSEC08,Listener_45,speech,male,dialog6,Algo34,0
SiSEC08,Listener_45,speech,male,dialog6,anchor,0
SiSEC08,Listener_45,speech,male,dialog7,orig,100
SiSEC08,Listener_45,speech,male,dialog7,Algo8,24
SiSEC08,Listener_45,speech,male,dialog7,Algo21,10
SiSEC08,Listener_45,speech,male,dialog7,Algo22,30
SiSEC08,Listener_45,speech,male,dialog7,Algo24,25
SiSEC08,Listener_45,speech,male,dialog7,Algo25,15
SiSEC08,Listener_45,speech,male,dialog7,Algo27,19
SiSEC08,Listener_45,speech,male,dialog7,Algo30,26
SiSEC08,Listener_45,speech,male,dialog7,Algo32,0
SiSEC08,Listener_45,speech,male,dialog7,Algo34,3
SiSEC08,Listener_45,speech,male,dialog7,anchor,0
SiSEC08,Listener_45,speech,male,dialog8,orig,100
SiSEC08,Listener_45,speech,male,dialog8,Algo8,32
SiSEC08,Listener_45,speech,male,dialog8,Algo21,27
SiSEC08,Listener_45,speech,male,dialog8,Algo22,40
SiSEC08,Listener_45,speech,male,dialog8,Algo24,36
SiSEC08,Listener_45,speech,male,dialog8,Algo25,35
SiSEC08,Listener_45,speech,male,dialog8,Algo27,33
SiSEC08,Listener_45,speech,male,dialog8,Algo30,38
SiSEC08,Listener_45,speech,male,dialog8,Algo32,19
SiSEC08,Listener_45,speech,male,dialog8,Algo34,7
SiSEC08,Listener_45,speech,male,dialog8,anchor,0
SiSEC08,Listener_45,music,nodrums,ebass,orig,100
SiSEC08,Listener_45,music,nodrums,ebass,Algo8,6
SiSEC08,Listener_45,music,nodrums,ebass,Algo21,14
SiSEC08,Listener_45,music,nodrums,ebass,Algo22,39
SiSEC08,Listener_45,music,nodrums,ebass,Algo24,23
SiSEC08,Listener_45,music,nodrums,ebass,Algo25,0
SiSEC08,Listener_45,music,nodrums,ebass,Algo27,14
SiSEC08,Listener_45,music,nodrums,ebass,Algo30,31
SiSEC08,Listener_45,music,nodrums,ebass,Algo32,2
SiSEC08,Listener_45,music,nodrums,ebass,Algo34,0
SiSEC08,Listener_45,music,nodrums,ebass,anchor,0
SiSEC08,Listener_45,music,nodrums,eguitar,orig,100
SiSEC08,Listener_45,music,nodrums,eguitar,Algo8,55
SiSEC08,Listener_45,music,nodrums,eguitar,Algo21,21
SiSEC08,Listener_45,music,nodrums,eguitar,Algo22,61
SiSEC08,Listener_45,music,nodrums,eguitar,Algo24,41
SiSEC08,Listener_45,music,nodrums,eguitar,Algo25,31
SiSEC08,Listener_45,music,nodrums,eguitar,Algo27,55
SiSEC08,Listener_45,music,nodrums,eguitar,Algo30,47
SiSEC08,Listener_45,music,nodrums,eguitar,Algo32,0
SiSEC08,Listener_45,music,nodrums,eguitar,Algo34,0
SiSEC08,Listener_45,music,nodrums,eguitar,anchor,0
SiSEC08,Listener_45,music,nodrums,aguitar,orig,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo21,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo24,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo25,32
SiSEC08,Listener_45,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo30,100
SiSEC08,Listener_45,music,nodrums,aguitar,Algo32,60
SiSEC08,Listener_45,music,nodrums,aguitar,Algo34,0
SiSEC08,Listener_45,music,nodrums,aguitar,anchor,29
SiSEC08,Listener_45,music,wdrums,hat,orig,100
SiSEC08,Listener_45,music,wdrums,hat,Algo8,7
SiSEC08,Listener_45,music,wdrums,hat,Algo21,49
SiSEC08,Listener_45,music,wdrums,hat,Algo22,34
SiSEC08,Listener_45,music,wdrums,hat,Algo24,20
SiSEC08,Listener_45,music,wdrums,hat,Algo25,0
SiSEC08,Listener_45,music,wdrums,hat,Algo27,26
SiSEC08,Listener_45,music,wdrums,hat,Algo30,59
SiSEC08,Listener_45,music,wdrums,hat,Algo32,16
SiSEC08,Listener_45,music,wdrums,hat,Algo34,7
SiSEC08,Listener_45,music,wdrums,hat,anchor,0
SiSEC08,Listener_45,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo8,5
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo21,33
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo22,17
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo24,27
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo25,0
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo27,5
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo30,24
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo32,0
SiSEC08,Listener_45,music,wdrums,kicksnare,Algo34,9
SiSEC08,Listener_45,music,wdrums,kicksnare,anchor,0
SiSEC08,Listener_45,music,wdrums,bass,orig,100
SiSEC08,Listener_45,music,wdrums,bass,Algo8,43
SiSEC08,Listener_45,music,wdrums,bass,Algo21,54
SiSEC08,Listener_45,music,wdrums,bass,Algo22,89
SiSEC08,Listener_45,music,wdrums,bass,Algo24,47
SiSEC08,Listener_45,music,wdrums,bass,Algo25,35
SiSEC08,Listener_45,music,wdrums,bass,Algo27,39
SiSEC08,Listener_45,music,wdrums,bass,Algo30,52
SiSEC08,Listener_45,music,wdrums,bass,Algo32,46
SiSEC08,Listener_45,music,wdrums,bass,Algo34,21
SiSEC08,Listener_45,music,wdrums,bass,anchor,0
SiSEC08,Listener_48,speech,female,dialog1,orig,100
SiSEC08,Listener_48,speech,female,dialog1,Algo8,40
SiSEC08,Listener_48,speech,female,dialog1,Algo21,48
SiSEC08,Listener_48,speech,female,dialog1,Algo22,57
SiSEC08,Listener_48,speech,female,dialog1,Algo24,41
SiSEC08,Listener_48,speech,female,dialog1,Algo25,48
SiSEC08,Listener_48,speech,female,dialog1,Algo27,33
SiSEC08,Listener_48,speech,female,dialog1,Algo30,52
SiSEC08,Listener_48,speech,female,dialog1,Algo32,13
SiSEC08,Listener_48,speech,female,dialog1,Algo34,36
SiSEC08,Listener_48,speech,female,dialog1,anchor,9
SiSEC08,Listener_48,speech,female,dialog2,orig,100
SiSEC08,Listener_48,speech,female,dialog2,Algo8,27
SiSEC08,Listener_48,speech,female,dialog2,Algo21,53
SiSEC08,Listener_48,speech,female,dialog2,Algo22,20
SiSEC08,Listener_48,speech,female,dialog2,Algo24,49
SiSEC08,Listener_48,speech,female,dialog2,Algo25,25
SiSEC08,Listener_48,speech,female,dialog2,Algo27,33
SiSEC08,Listener_48,speech,female,dialog2,Algo30,32
SiSEC08,Listener_48,speech,female,dialog2,Algo32,13
SiSEC08,Listener_48,speech,female,dialog2,Algo34,18
SiSEC08,Listener_48,speech,female,dialog2,anchor,10
SiSEC08,Listener_48,speech,female,dialog3,orig,100
SiSEC08,Listener_48,speech,female,dialog3,Algo8,32
SiSEC08,Listener_48,speech,female,dialog3,Algo21,49
SiSEC08,Listener_48,speech,female,dialog3,Algo22,21
SiSEC08,Listener_48,speech,female,dialog3,Algo24,50
SiSEC08,Listener_48,speech,female,dialog3,Algo25,31
SiSEC08,Listener_48,speech,female,dialog3,Algo27,22
SiSEC08,Listener_48,speech,female,dialog3,Algo30,23
SiSEC08,Listener_48,speech,female,dialog3,Algo32,10
SiSEC08,Listener_48,speech,female,dialog3,Algo34,36
SiSEC08,Listener_48,speech,female,dialog3,anchor,9
SiSEC08,Listener_48,speech,female,dialog4,orig,100
SiSEC08,Listener_48,speech,female,dialog4,Algo8,55
SiSEC08,Listener_48,speech,female,dialog4,Algo21,61
SiSEC08,Listener_48,speech,female,dialog4,Algo22,60
SiSEC08,Listener_48,speech,female,dialog4,Algo24,60
SiSEC08,Listener_48,speech,female,dialog4,Algo25,37
SiSEC08,Listener_48,speech,female,dialog4,Algo27,55
SiSEC08,Listener_48,speech,female,dialog4,Algo30,50
SiSEC08,Listener_48,speech,female,dialog4,Algo32,21
SiSEC08,Listener_48,speech,female,dialog4,Algo34,15
SiSEC08,Listener_48,speech,female,dialog4,anchor,10
SiSEC08,Listener_48,speech,male,dialog5,orig,100
SiSEC08,Listener_48,speech,male,dialog5,Algo8,61
SiSEC08,Listener_48,speech,male,dialog5,Algo21,26
SiSEC08,Listener_48,speech,male,dialog5,Algo22,70
SiSEC08,Listener_48,speech,male,dialog5,Algo24,65
SiSEC08,Listener_48,speech,male,dialog5,Algo25,46
SiSEC08,Listener_48,speech,male,dialog5,Algo27,56
SiSEC08,Listener_48,speech,male,dialog5,Algo30,69
SiSEC08,Listener_48,speech,male,dialog5,Algo32,11
SiSEC08,Listener_48,speech,male,dialog5,Algo34,50
SiSEC08,Listener_48,speech,male,dialog5,anchor,9
SiSEC08,Listener_48,speech,male,dialog6,orig,100
SiSEC08,Listener_48,speech,male,dialog6,Algo8,48
SiSEC08,Listener_48,speech,male,dialog6,Algo21,10
SiSEC08,Listener_48,speech,male,dialog6,Algo22,40
SiSEC08,Listener_48,speech,male,dialog6,Algo24,32
SiSEC08,Listener_48,speech,male,dialog6,Algo25,29
SiSEC08,Listener_48,speech,male,dialog6,Algo27,32
SiSEC08,Listener_48,speech,male,dialog6,Algo30,34
SiSEC08,Listener_48,speech,male,dialog6,Algo32,4
SiSEC08,Listener_48,speech,male,dialog6,Algo34,17
SiSEC08,Listener_48,speech,male,dialog6,anchor,8
SiSEC08,Listener_48,speech,male,dialog7,orig,100
SiSEC08,Listener_48,speech,male,dialog7,Algo8,36
SiSEC08,Listener_48,speech,male,dialog7,Algo21,42
SiSEC08,Listener_48,speech,male,dialog7,Algo22,30
SiSEC08,Listener_48,speech,male,dialog7,Algo24,39
SiSEC08,Listener_48,speech,male,dialog7,Algo25,17
SiSEC08,Listener_48,speech,male,dialog7,Algo27,35
SiSEC08,Listener_48,speech,male,dialog7,Algo30,34
SiSEC08,Listener_48,speech,male,dialog7,Algo32,8
SiSEC08,Listener_48,speech,male,dialog7,Algo34,15
SiSEC08,Listener_48,speech,male,dialog7,anchor,9
SiSEC08,Listener_48,speech,male,dialog8,orig,100
SiSEC08,Listener_48,speech,male,dialog8,Algo8,48
SiSEC08,Listener_48,speech,male,dialog8,Algo21,30
SiSEC08,Listener_48,speech,male,dialog8,Algo22,66
SiSEC08,Listener_48,speech,male,dialog8,Algo24,42
SiSEC08,Listener_48,speech,male,dialog8,Algo25,17
SiSEC08,Listener_48,speech,male,dialog8,Algo27,41
SiSEC08,Listener_48,speech,male,dialog8,Algo30,39
SiSEC08,Listener_48,speech,male,dialog8,Algo32,5
SiSEC08,Listener_48,speech,male,dialog8,Algo34,22
SiSEC08,Listener_48,speech,male,dialog8,anchor,4
SiSEC08,Listener_48,music,nodrums,ebass,orig,100
SiSEC08,Listener_48,music,nodrums,ebass,Algo8,52
SiSEC08,Listener_48,music,nodrums,ebass,Algo21,41
SiSEC08,Listener_48,music,nodrums,ebass,Algo22,64
SiSEC08,Listener_48,music,nodrums,ebass,Algo24,55
SiSEC08,Listener_48,music,nodrums,ebass,Algo25,18
SiSEC08,Listener_48,music,nodrums,ebass,Algo27,47
SiSEC08,Listener_48,music,nodrums,ebass,Algo30,60
SiSEC08,Listener_48,music,nodrums,ebass,Algo32,14
SiSEC08,Listener_48,music,nodrums,ebass,Algo34,11
SiSEC08,Listener_48,music,nodrums,ebass,anchor,9
SiSEC08,Listener_48,music,nodrums,eguitar,orig,100
SiSEC08,Listener_48,music,nodrums,eguitar,Algo8,44
SiSEC08,Listener_48,music,nodrums,eguitar,Algo21,25
SiSEC08,Listener_48,music,nodrums,eguitar,Algo22,70
SiSEC08,Listener_48,music,nodrums,eguitar,Algo24,36
SiSEC08,Listener_48,music,nodrums,eguitar,Algo25,31
SiSEC08,Listener_48,music,nodrums,eguitar,Algo27,44
SiSEC08,Listener_48,music,nodrums,eguitar,Algo30,64
SiSEC08,Listener_48,music,nodrums,eguitar,Algo32,14
SiSEC08,Listener_48,music,nodrums,eguitar,Algo34,10
SiSEC08,Listener_48,music,nodrums,eguitar,anchor,10
SiSEC08,Listener_48,music,nodrums,aguitar,orig,100
SiSEC08,Listener_48,music,nodrums,aguitar,Algo8,100
SiSEC08,Listener_48,music,nodrums,aguitar,Algo21,72
SiSEC08,Listener_48,music,nodrums,aguitar,Algo22,100
SiSEC08,Listener_48,music,nodrums,aguitar,Algo24,70
SiSEC08,Listener_48,music,nodrums,aguitar,Algo25,16
SiSEC08,Listener_48,music,nodrums,aguitar,Algo27,100
SiSEC08,Listener_48,music,nodrums,aguitar,Algo30,76
SiSEC08,Listener_48,music,nodrums,aguitar,Algo32,10
SiSEC08,Listener_48,music,nodrums,aguitar,Algo34,10
SiSEC08,Listener_48,music,nodrums,aguitar,anchor,8
SiSEC08,Listener_48,music,wdrums,hat,orig,100
SiSEC08,Listener_48,music,wdrums,hat,Algo8,41
SiSEC08,Listener_48,music,wdrums,hat,Algo21,41
SiSEC08,Listener_48,music,wdrums,hat,Algo22,53
SiSEC08,Listener_48,music,wdrums,hat,Algo24,45
SiSEC08,Listener_48,music,wdrums,hat,Algo25,13
SiSEC08,Listener_48,music,wdrums,hat,Algo27,15
SiSEC08,Listener_48,music,wdrums,hat,Algo30,64
SiSEC08,Listener_48,music,wdrums,hat,Algo32,23
SiSEC08,Listener_48,music,wdrums,hat,Algo34,11
SiSEC08,Listener_48,music,wdrums,hat,anchor,8
SiSEC08,Listener_48,music,wdrums,kicksnare,orig,100
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo8,9
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo21,34
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo22,15
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo24,38
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo25,6
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo27,15
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo30,44
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo32,6
SiSEC08,Listener_48,music,wdrums,kicksnare,Algo34,7
SiSEC08,Listener_48,music,wdrums,kicksnare,anchor,2
SiSEC08,Listener_48,music,wdrums,bass,orig,100
SiSEC08,Listener_48,music,wdrums,bass,Algo8,40
SiSEC08,Listener_48,music,wdrums,bass,Algo21,68
SiSEC08,Listener_48,music,wdrums,bass,Algo22,90
SiSEC08,Listener_48,music,wdrums,bass,Algo24,63
SiSEC08,Listener_48,music,wdrums,bass,Algo25,13
SiSEC08,Listener_48,music,wdrums,bass,Algo27,56
